ticker,name,sector,industry,date,close,chg20,volume,score,passed,uptrend
ELVN,"Enliven Therapeutics, Inc.",医疗保健,生物科技：制药,2026-08-27,60.5,12.1,63095458,1.0,uptrend,7/8
NDSN,诺信,工业,工业机械/零部件,2026-08-27,330.84,12.1,132386796,1.0,uptrend,8/8
PRGS,Progress Software Corporation,科技,计算机软件：成品软件,2026-08-27,45.22,12.1,16791595,1.0,uptrend,7/8
SKY,"Champion Homes, Inc.",非必需消费,住宅建设,2026-08-27,90.03,12.1,66933890,1.0,uptrend,5/8
TILE,英特飞,非必需消费,Home Furnishings,2026-08-27,37.89,12.1,17887675,1.0,uptrend,7/8
ACAD,阿卡迪亚,医疗保健,生物科技：制药,2026-08-27,29.73,12.0,51775204,1.0,uptrend,7/8
FTNT,飞塔信息,科技,Computer peripheral equipment,2026-08-27,172.78,12.0,734531057,1.0,uptrend,6/8
AGYS,阿吉赛斯,科技,电子数据处理服务,2026-08-27,120.5,11.9,30771761,1.0,uptrend,7/8
APAM,Artisan Partners Asset Management Inc.,金融,投资管理,2026-08-27,43.55,11.9,32911242,1.0,uptrend,7/8
FRO,Frontline Plc,非必需消费,海上运输,2026-08-27,43.75,11.9,88058483,1.0,uptrend,8/8
SDRL,Seadrill Limited,能源,油气生产,2026-08-27,48.38,11.9,30014832,1.0,uptrend,7/8
GDYN,"Grid Dynamics Holdings, Inc.",科技,计算机软件：成品软件,2026-08-27,7.89,11.8,13446959,1.0,uptrend,7/8
BOX,"Box, Inc.",科技,计算机软件：成品软件,2026-08-27,34.74,11.7,101243896,1.0,uptrend,8/8
DBX,"Dropbox, Inc.",科技,计算机软件：成品软件,2026-08-27,35.88,11.7,139729736,1.0,uptrend,7/8
CMCSA,康卡斯特,Telecommunications,有线及其他付费电视,2026-08-27,26.41,11.6,589201001,1.0,uptrend,7/8
CRVS,"Corvus Pharmaceuticals, Inc.",医疗保健,生物科技：制药,2026-08-27,14.72,11.6,10799219,1.0,uptrend,5/8
DAN,达纳,非必需消费,Auto Parts:O.E.M.,2026-08-27,30.06,11.6,45145776,1.0,uptrend,6/8
LYFT,"Lyft, Inc.",非必需消费,商业服务,2026-08-27,17.35,11.6,191314087,1.0,uptrend,7/8
VLO,瓦莱罗能源,能源,综合石油公司,2026-08-27,346.59,11.6,809819678,1.0,uptrend,7/8
AVPT,"Avepoint, Inc.",科技,计算机软件：成品软件,2026-08-27,14.3,11.5,24932801,1.0,uptrend,7/8
NBR,纳伯斯实业,能源,油气生产,2026-08-27,91.66,11.5,20673852,1.0,uptrend,6/8
APO,阿波罗全球管理,金融,投资管理,2026-08-27,133.44,11.4,474643870,1.0,uptrend,6/8
SAIC,Science Applications International Corporation,科技,电子数据处理服务,2026-08-27,128.96,11.4,49390849,1.0,uptrend,8/8
SE,冬海集团,非必需消费,Other Consumer Services,2026-08-27,118.32,11.4,569803015,1.0,uptrend,6/8
COHU,科休半导体,工业,Electrical Products,2026-08-27,51.69,11.3,54600833,1.0,uptrend,5/8
CVSA,Covista Inc.,房地产,Other Consumer Services,2026-08-27,140.68,11.3,46144714,1.0,uptrend,7/8
DHT,DHT控股,非必需消费,海上运输,2026-08-27,19.35,11.3,63325167,1.0,uptrend,8/8
WEAV,"Weave Communications, Inc.",科技,计算机软件：成品软件,2026-08-27,7.3,11.3,37181504,1.0,uptrend,5/8
FCFS,第一富金融服务,非必需消费,其他专卖店,2026-08-27,224.07,11.2,89558861,1.0,uptrend,6/8
HRMY,"Harmony Biosciences Holdings, Inc.",医疗保健,生物科技：制药,2026-08-27,39.87,11.2,27956186,1.0,uptrend,7/8
QTWO,"Q2 Holdings, Inc.",科技,计算机软件：成品软件,2026-08-27,65.68,11.2,48766195,1.0,uptrend,7/8
UI,厄比奎蒂,科技,Radio And Television Broadcasting And Communications Equipment,2026-08-27,592.85,11.2,86240853,1.0,uptrend,7/8
DIS,迪士尼,非必需消费,Services-Misc. Amusement & Recreation,2026-08-27,106.82,11.1,1019491610,1.0,uptrend,7/8
EAT,布林克国际,非必需消费,餐饮,2026-08-27,233.22,11.1,250716110,1.0,uptrend,5/8
EXLS,伊克赛尔服务控股,非必需消费,商业服务,2026-08-27,38.18,11.1,77032750,1.0,uptrend,7/8
KBR,KBR科技,工业,Military/Government/Technical,2026-08-27,38.19,11.1,50425911,1.0,uptrend,7/8
NWS,新闻集团 Class B,非必需消费,报纸/杂志,2026-08-27,35.32,11.1,37773514,1.0,uptrend,7/8
ERIE,伊瑞保险,金融,专业保险,2026-08-27,259.44,11.0,65942266,1.0,uptrend,7/8
GIS,通用磨坊,必需消费,包装食品,2026-08-27,40.44,11.0,307582284,1.0,uptrend,7/8
ICFI,ICF国际,非必需消费,专业服务,2026-08-27,89.8,11.0,18915228,1.0,uptrend,6/8
ILMN,因美纳,医疗保健,医疗专科,2026-08-27,227.69,11.0,423395716,1.0,uptrend,7/8
IMVT,"Immunovant, Inc.",医疗保健,生物科技：生物制品,2026-08-27,43.82,11.0,46772047,1.0,uptrend,6/8
NWSA,新闻集团 Class A,非必需消费,报纸/杂志,2026-08-27,31.19,11.0,113845900,1.0,uptrend,7/8
CNH,Cnh Industrial N.V.,工业,工程/农用机械/卡车,2026-08-27,11.43,10.8,185392456,1.0,uptrend,7/8
CPRT,科帕特,非必需消费,Retail-Auto Dealers and Gas Stations,2026-08-27,32.76,10.8,326891374,1.0,uptrend,6/8
DIOD,Diodes Incorporated,科技,半导体,2026-08-27,90.86,10.8,68997816,1.0,uptrend,5/8
EMBJ,巴西航空工业,工业,Aerospace,2026-08-27,75.44,10.8,99179691,1.0,uptrend,7/8
FTI,德希尼布FMC,非必需消费,Oil and Gas Field Machinery,2026-08-27,76.32,10.8,224076085,1.0,uptrend,7/8
IOSP,英诺斯派材料,工业,Major Chemicals,2026-08-27,95.34,10.8,17041951,1.0,uptrend,7/8
RELY,"Remitly Global, Inc.",非必需消费,商业服务,2026-08-27,25.99,10.8,85759843,1.0,uptrend,7/8
WAT,沃特世,工业,生物科技：实验室分析仪器,2026-08-27,421.26,10.8,342923800,1.0,uptrend,7/8
URGN,乌龙制药,医疗保健,生物科技：制药,2026-08-27,45.5,10.7,48019272,1.0,uptrend,5/8
GH,"Guardant Health, Inc.",医疗保健,医疗专科,2026-08-27,168.52,10.6,360626446,1.0,uptrend,7/8
NEXT,Nextdecade Corporation,公用事业,油气生产,2026-08-27,7.44,10.5,17091025,1.0,uptrend,5/8
RNW,Renew Energy Global Plc,公用事业,电力公用事业,2026-08-27,6.82,10.5,23706170,1.0,uptrend,7/8
TPC,Tutor Perini Corporation,非必需消费,General Bldg Contractors - Nonresidential Bldgs,2026-08-27,91.95,10.5,48314640,1.0,uptrend,6/8
TW,Tradeweb Markets Inc.,金融,投资银行/经纪服务,2026-08-27,108.1,10.5,138572551,1.0,uptrend,6/8
VET,朱砂能源,能源,油气生产,2026-08-27,12.71,10.5,15616822,1.0,uptrend,7/8
WHD,"Cactus, Inc. Class A Common Stock",非必需消费,Oil and Gas Field Machinery,2026-08-27,68.53,10.5,51630102,1.0,uptrend,5/8
FLOC,Flowco Holdings Inc.,非必需消费,Oil and Gas Field Machinery,2026-08-27,21.57,10.4,12550072,1.0,uptrend,5/8
GLOB,Globant S.A.,科技,电子数据处理服务,2026-08-27,40.17,10.4,72803097,1.0,uptrend,6/8
OMC,宏盟集团,非必需消费,广告,2026-08-27,87.89,10.4,197348809,1.0,uptrend,7/8
PR,Permian Resources Corporation,能源,油气生产,2026-08-27,23.18,10.4,215108600,1.0,uptrend,8/8
SNOW,Snowflake Inc.,科技,计算机软件：成品软件,2026-08-27,329.11,10.4,1428440714,1.0,uptrend,7/8
STVN,Stevanato Group S.P.A.,医疗保健,医疗/牙科器械,2026-08-27,22.3,10.4,10821572,1.0,uptrend,8/8
BOW,Bowhead Specialty Holdings Inc.,金融,财产意外险,2026-08-27,33.59,10.3,17364043,1.0,uptrend,7/8
GSHD,"Goosehead Insurance, Inc.",金融,专业保险,2026-08-27,70.45,10.3,23528943,1.0,uptrend,7/8
HPQ,惠普,科技,计算机制造,2026-08-27,29.63,10.3,440924413,1.0,uptrend,7/8
IDCC,"Interdigital, Inc.",其他,Multi-Sector Companies,2026-08-27,334.65,10.3,69589155,1.0,uptrend,6/8
INTU,财捷,科技,计算机软件：成品软件,2026-08-27,348.0,10.3,1391267040,1.0,uptrend,6/8
IQV,艾昆纬,医疗保健,生物科技：商业物理与生物研究,2026-08-27,262.38,10.3,300016422,1.0,uptrend,7/8
EXPO,毅博科技咨询,非必需消费,专业服务,2026-08-27,71.15,10.2,28864257,1.0,uptrend,7/8
LEU,Centrus Energy Corp.,工业,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2026-08-27,194.78,10.2,107826706,1.0,uptrend,7/8
MSA,Msa Safety Incorporated,医疗保健,工业特种品,2026-08-27,191.67,10.2,57479263,1.0,uptrend,6/8
NAVI,Navient Corporation,金融,投资银行/经纪服务,2026-08-27,9.31,10.2,11518164,1.0,uptrend,6/8
RIO,力拓,基础材料,金属矿业,2026-08-27,104.78,10.2,231866095,1.0,uptrend,7/8
OSK,Oshkosh Corporation (Holding Company),工业,汽车制造,2026-08-27,156.71,10.1,96696817,1.0,uptrend,7/8
BL,"Blackline, Inc.",科技,计算机软件：成品软件,2026-08-27,33.72,10.0,36174640,1.0,uptrend,6/8
FRHC,Freedom Holding Corp.,金融,投资银行/经纪服务,2026-08-27,170.66,10.0,18961869,1.0,uptrend,7/8
HLX,螺旋能源,能源,Oilfield Services/Equipment,2026-08-27,10.12,10.0,14046651,1.0,uptrend,7/8
JKHY,杰克亨利,科技,电子数据处理服务,2026-08-27,169.64,10.0,155338045,1.0,uptrend,7/8
VSNT,"Versant Media Group, Inc.",工业,广播电视,2026-08-27,39.48,10.0,67418569,1.0,uptrend,6/7
CON,"Concentra Group Holdings Parent, Inc.",医疗保健,医疗专科,2026-08-27,34.7,9.9,31871143,1.0,uptrend,6/8
DHR,丹纳赫,工业,工业机械/零部件,2026-08-27,215.68,9.9,707478362,1.0,uptrend,7/8
BZ,BOSS直聘,科技,计算机软件：编程与数据处理,2026-08-27,18.0,9.8,101398786,1.0,uptrend,8/8
HUBS,"Hubspot, Inc.",科技,计算机软件：成品软件,2026-08-27,255.83,9.8,476858810,1.0,uptrend,6/8
FHI,"Federated Hermes, Inc.",金融,投资管理,2026-08-27,64.86,9.7,35247545,1.0,uptrend,7/8
FAST,快扣,非必需消费,RETAIL: Building Materials,2026-08-27,51.14,9.6,351392238,1.0,uptrend,7/8
NTAP,美国网存,科技,电子元器件,2026-08-27,190.64,9.6,463171101,1.0,uptrend,5/8
T,美国电话电报,Telecommunications,电信设备,2026-08-27,25.43,9.6,916615290,1.0,uptrend,7/8
COP,康菲石油,能源,综合石油公司,2026-08-27,129.52,9.5,875459572,1.0,uptrend,7/8
GPC,Genuine Parts,非必需消费,Automotive Aftermarket,2026-08-27,136.7,9.5,154639452,1.0,uptrend,8/8
JXN,Jackson Financial Inc.,金融,人寿保险,2026-08-27,133.48,9.5,75715507,1.0,uptrend,7/8
REGN,再生元制药公司,医疗保健,生物科技：制药,2026-08-27,807.71,9.5,591624694,1.0,uptrend,7/8
TMO,赛默飞世尔,工业,工业机械/零部件,2026-08-27,630.7,9.4,1043910380,1.0,uptrend,7/8
UBER,优步,非必需消费,商业服务,2026-08-27,76.95,9.4,1445923926,1.0,uptrend,7/8
VG,Venture Global,公用事业,Oil/Gas Transmission,2026-08-27,14.48,9.4,187171161,1.0,uptrend,6/8
ADPT,Adaptive Biotechnologies Corporation,医疗保健,生物科技：生物制品,2026-08-27,26.44,9.3,53722872,1.0,uptrend,7/8
BCPC,拜切,工业,Major Chemicals,2026-08-27,177.86,9.3,31547088,1.0,uptrend,6/8
CG,凯雷,金融,投资管理,2026-08-27,49.24,9.3,216997250,1.0,uptrend,6/8
GOLD,"Gold.Com, Inc.",工业,其他专卖店,2026-08-27,45.98,9.3,19506542,1.0,uptrend,8/8
IFF,国际香料香精,工业,Major Chemicals,2026-08-27,86.85,9.3,132687438,1.0,uptrend,7/8
PCVX,"Vaxcyte, Inc.",医疗保健,生物科技：生物制品,2026-08-27,61.16,9.3,54615908,1.0,uptrend,7/8
UMH,"Umh Properties, Inc.",房地产,房地产投资信托(REITs),2026-08-27,16.5,9.3,11759584,1.0,uptrend,7/8
MATX,美森,非必需消费,海上运输,2026-08-27,222.07,9.2,57432593,1.0,uptrend,6/8
PHVS,Pharvaris N.V.,医疗保健,生物科技：制药,2026-08-27,37.0,9.2,23326616,1.0,uptrend,7/8
AR,Antero Resources Corporation,能源,油气生产,2026-08-27,38.52,9.1,142117995,1.0,uptrend,7/8
IMAX,Imax Corporation,非必需消费,工业机械/零部件,2026-08-27,51.94,9.1,66036702,1.0,uptrend,6/8
LNG,"Cheniere Energy, Inc.",公用事业,Oil/Gas Transmission,2026-08-27,280.8,9.1,408445635,1.0,uptrend,7/8
NFLX,奈飞,非必需消费,Consumer Electronics/Video Chains,2026-08-27,79.84,9.1,2261367710,1.0,uptrend,6/8
SHC,Sotera Health Company,医疗保健,Misc Health and Biotechnology Services,2026-08-27,19.48,9.1,53508255,1.0,uptrend,7/8
USAR,Antero Resources Corporation,基础材料,金属矿业,2026-08-27,38.52,9.1,142117995,1.0,uptrend,7/8
CAKE,起司工坊,非必需消费,餐饮,2026-08-27,110.09,9.0,202973693,1.0,uptrend,6/8
EXPE,亿客行,非必需消费,Transportation Services,2026-08-27,318.92,9.0,496966086,1.0,uptrend,5/8
FLS,福斯,工业,Fluid Controls,2026-08-27,82.0,8.9,121741848,1.0,uptrend,7/8
ROIV,Roivant Sciences Ltd.,医疗保健,生物科技：制药,2026-08-27,37.58,8.9,209065558,1.0,uptrend,7/8
SJM,斯马克,必需消费,包装食品,2026-08-27,131.84,8.9,154668556,1.0,uptrend,8/8
WFRD,Weatherford国际,非必需消费,Oil and Gas Field Machinery,2026-08-27,91.97,8.9,72478369,1.0,uptrend,7/8
EPAM,"Epam Systems, Inc.",科技,电子数据处理服务,2026-08-27,112.77,8.8,166566782,1.0,uptrend,6/8
NET,科赋锐,科技,计算机软件：成品软件,2026-08-27,308.23,8.8,1235049660,1.0,uptrend,5/8
WSE,Wise Group Plc,工业,Diversified Commercial Services,2026-08-27,13.12,8.8,12721517,1.0,uptrend,6/7
KNTK,Kinetik Holdings Inc.,公用事业,天然气分销,2026-08-27,54.38,8.7,59541876,1.0,uptrend,8/8
PAYX,沛齐,工业,Diversified Commercial Services,2026-08-27,126.48,8.7,282085620,1.0,uptrend,7/8
BAM,布鲁克菲尔德资产管理,房地产,Building operators,2026-08-27,52.07,8.6,137642230,1.0,uptrend,5/8
MHK,莫霍克工业公司,非必需消费,Home Furnishings,2026-08-27,129.8,8.6,132501082,1.0,uptrend,5/8
OPY,奥本海默控股,金融,投资银行/经纪服务,2026-08-27,120.0,8.6,14897422,1.0,uptrend,6/8
ROP,儒博实业,工业,工业机械/零部件,2026-08-27,422.69,8.6,286585098,1.0,uptrend,7/8
TTC,托罗配件,非必需消费,Tools/Hardware,2026-08-27,99.45,8.6,56235944,1.0,uptrend,8/8
ZM,Zoom通讯,科技,计算机软件：编程与数据处理,2026-08-27,100.27,8.6,352641255,1.0,uptrend,6/8
CSWC,西南资本,非必需消费,Textiles,2026-08-27,25.4,8.5,15159733,1.0,uptrend,7/8
IMCR,Immunocore Hldgs Plc,医疗保健,生物科技：生物制品,2026-08-27,36.75,8.5,15121885,1.0,uptrend,7/8
KKR,Kkr & Co. Inc.,金融,投资管理,2026-08-27,109.32,8.5,532344716,1.0,uptrend,6/8
MRX,Marex Group Limited,金融,投资银行/经纪服务,2026-08-27,71.38,8.5,43280472,1.0,uptrend,6/8
STOK,"Stoke Therapeutics, Inc.",医疗保健,生物科技：制药,2026-08-27,32.59,8.5,31324992,1.0,uptrend,7/8
CLX,高乐氏,非必需消费,Specialty Chemicals,2026-08-27,103.63,8.4,268765894,1.0,uptrend,6/8
ECPG,安可资本,金融,Finance Companies,2026-08-27,101.98,8.4,34641961,1.0,uptrend,7/8
TRIN,Trinity Capital Inc.,金融,金融：消费服务,2026-08-27,18.7,8.4,19067443,1.0,uptrend,7/8
FBRT,"Franklin Bsp Realty Trust, Inc.",房地产,房地产投资信托(REITs),2026-08-27,8.38,8.3,11901129,1.0,uptrend,7/8
RCUS,"Arcus Biosciences, Inc.",医疗保健,生物科技：制药,2026-08-27,30.59,8.3,34323840,1.0,uptrend,7/8
WFG,西弗雷泽木业,基础材料,林产品,2026-08-27,69.0,8.3,15644792,1.0,uptrend,6/8
CGON,"Cg Oncology, Inc.",医疗保健,生物科技：生物制品,2026-08-27,79.01,8.2,56054138,1.0,uptrend,7/8
DB,德意志银行,金融,大型银行,2026-08-27,40.07,8.2,65567063,1.0,uptrend,8/8
DSGX,笛卡尔物流系统集团,科技,计算机软件：成品软件,2026-08-27,80.66,8.2,33855755,1.0,uptrend,8/8
SSNC,"Ss&C Technologies Holdings, Inc.",科技,计算机软件：成品软件,2026-08-27,83.47,8.2,132076120,1.0,uptrend,7/8
SXT,Sensient Technologies Corporation,工业,Major Chemicals,2026-08-27,133.64,8.2,39527946,1.0,uptrend,8/8
TRGP,"Targa Resources, Inc.",公用事业,天然气分销,2026-08-27,288.95,8.2,366600203,1.0,uptrend,6/8
WTS,沃茨水工业,工业,Metal Fabrications,2026-08-27,372.37,8.2,70422513,1.0,uptrend,5/8
CACC,Credit Acceptance Corporation,金融,金融：消费服务,2026-08-27,600.48,8.1,65680931,1.0,uptrend,5/8
CERT,"Certara, Inc.",科技,计算机软件：成品软件,2026-08-27,8.41,8.1,27001888,1.0,uptrend,7/8
EFX,艾可菲,金融,金融：消费服务,2026-08-27,190.36,8.1,199896119,1.0,uptrend,7/8
MAIN,Main Street Capital Corporation,金融,Finance/Investors Services,2026-08-27,58.59,8.1,33094131,1.0,uptrend,7/8
MRP,"Millrose Properties, Inc.",金融,房地产,2026-08-27,30.5,8.1,29722127,1.0,uptrend,6/8
FLR,福陆,工业,Military/Government/Technical,2026-08-27,54.1,8.0,149931649,1.0,uptrend,6/8
SEIC,Sei Investments Company,金融,投资银行/经纪服务,2026-08-27,111.3,8.0,64000683,1.0,uptrend,8/8
ADP,自动数据处理公司,科技,电子数据处理服务,2026-08-27,284.68,7.9,606850855,1.0,uptrend,7/8
GKOS,Glaukos Corporation,医疗保健,医疗/牙科器械,2026-08-27,181.91,7.9,125252704,1.0,uptrend,7/8
JOE,圣乔,房地产,住宅建设,2026-08-27,67.91,7.9,13077374,1.0,uptrend,7/8
SLG,Sl Green Realty Corp,房地产,房地产投资信托(REITs),2026-08-27,57.84,7.9,46848600,1.0,uptrend,7/8
TRMB,天宝导航公司,工业,工业机械/零部件,2026-08-27,61.54,7.9,161433798,1.0,uptrend,6/8
VOR,Vor Biopharma Inc.,医疗保健,生物科技：生物制品,2026-08-27,23.53,7.9,17643026,1.0,uptrend,7/8
BCE,加拿大贝尔,Telecommunications,电信设备,2026-08-27,23.4,7.8,76033909,1.0,uptrend,6/8
BMRN,拜玛林制药,医疗保健,生物科技：制药,2026-08-27,65.29,7.8,152397491,1.0,uptrend,5/8
EHC,Encompass Health Corporation,医疗保健,医院/护理管理,2026-08-27,119.57,7.8,120929440,1.0,uptrend,6/8
MT,安赛乐米塔尔,工业,Steel/Iron Ore,2026-08-27,74.63,7.8,103361441,1.0,uptrend,7/8
NP,Neptune Insurance Holdings Inc.,金融,专业保险,2026-08-27,34.13,7.8,15055328,1.0,uptrend,6/8
PTGX,"Protagonist Therapeutics, Inc.",医疗保健,生物科技：制药,2026-08-27,149.5,7.8,73644928,1.0,uptrend,6/8
SHG,新韩金融,金融,大型银行,2026-08-27,77.97,7.8,12725843,1.0,uptrend,7/8
SWKS,思佳讯,科技,半导体,2026-08-27,67.36,7.8,314336174,1.0,uptrend,6/8
BILL,"Bill Holdings, Inc.",科技,计算机软件：成品软件,2026-08-27,48.87,7.7,121635333,1.0,uptrend,7/8
CLBK,"Columbia Financial, Inc.",金融,储蓄机构,2026-08-27,11.74,7.7,54697293,1.0,uptrend,7/8
ITT,Itt Inc.,工业,Fluid Controls,2026-08-27,207.95,7.7,178484689,1.0,uptrend,5/8
PAX,Patria Investments Limited,金融,投资管理,2026-08-27,11.65,7.7,13781980,1.0,uptrend,6/8
ROKU,"Roku, Inc.",Telecommunications,有线及其他付费电视,2026-08-27,156.25,7.7,378615890,1.0,uptrend,7/8
NOV,华高,非必需消费,Oil and Gas Field Machinery,2026-08-27,20.76,7.6,66366956,1.0,uptrend,8/8
OKE,欧尼克(万欧卡),公用事业,油气生产,2026-08-27,94.72,7.6,342722048,1.0,uptrend,7/8
SBLK,Star Bulk Carriers Corp.,非必需消费,海上运输,2026-08-27,30.42,7.6,44604879,1.0,uptrend,8/8
STN,斯坦泰克,非必需消费,Military/Government/Technical,2026-08-27,74.71,7.6,28743546,1.0,uptrend,6/8
EWTX,"Edgewise Therapeutics, Inc.",医疗保健,生物科技：制药,2026-08-27,44.19,7.5,60876692,1.0,uptrend,5/8
OII,国际海洋工程,能源,Oilfield Services/Equipment,2026-08-27,51.21,7.5,44296922,1.0,uptrend,7/8
CNC,康西哥,医疗保健,医疗专科,2026-08-27,65.33,7.4,258485942,1.0,uptrend,6/8
FDX,联邦快递,非必需消费,航空货运/快递,2026-08-27,331.41,7.4,469784172,1.0,uptrend,7/8
MMSI,"Merit Medical Systems, Inc.",医疗保健,医疗/牙科器械,2026-08-27,89.54,7.4,92771554,1.0,uptrend,7/8
NHP,"National Healthcare Properties, Inc.",房地产,房地产投资信托(REITs),2026-08-27,16.49,7.4,11442672,1.0,uptrend,6/7
CEG,星座能源,公用事业,电力公用事业,2026-08-27,282.41,7.3,706468061,1.0,uptrend,6/8
GLNG,Golar海运,非必需消费,海上运输,2026-08-27,51.51,7.3,60762931,1.0,uptrend,7/8
KNSL,"Kinsale Capital Group, Inc.",金融,财产意外险,2026-08-27,381.8,7.3,82234562,1.0,uptrend,7/8
PSUS,"Pershing Square Usa, Ltd.",,,2026-08-27,39.4,7.3,15092610,1.0,uptrend,6/7
DMC,Del Monte Corporation,必需消费,Farming/Seeds/Milling,2026-08-27,31.39,7.2,10581778,1.0,uptrend,6/8
MGY,Magnolia Oil & Gas Corporation,能源,油气生产,2026-08-27,26.65,7.2,91374334,1.0,uptrend,6/8
MICC,梦龙,必需消费,Specialty Foods,2026-08-27,20.08,7.2,14397362,1.0,uptrend,6/7
VZ,威瑞森通信,Telecommunications,电信设备,2026-08-27,49.43,7.2,926580660,1.0,uptrend,7/8
CNMD,Conmed Corporation,医疗保健,生物科技：电子医疗设备,2026-08-27,50.32,7.1,20601131,1.0,uptrend,7/8
TOST,"Toast, Inc.",科技,电子数据处理服务,2026-08-27,35.17,7.1,342659321,1.0,uptrend,7/8
IBP,"Installed Building Products, Inc.",非必需消费,住宅建设,2026-08-27,240.86,7.0,70123452,1.0,uptrend,5/8
MKC,味好美,必需消费,包装食品,2026-08-27,54.54,7.0,132965395,1.0,uptrend,6/8
SBH,莎莉美容控股公司,非必需消费,其他专卖店,2026-08-27,16.42,7.0,23100815,1.0,uptrend,7/8
DUOL,多邻国,科技,计算机软件：成品软件,2026-08-27,142.86,6.9,187369879,1.0,uptrend,7/8
KVYO,"Klaviyo, Inc. Series A",科技,计算机软件：成品软件,2026-08-27,19.61,6.9,125791669,1.0,uptrend,6/8
MU,美光科技,科技,半导体,2026-08-27,935.39,6.9,29056472709,1.0,uptrend,5/8
RCI,罗杰斯通信,Telecommunications,有线及其他付费电视,2026-08-27,36.44,6.9,36829241,1.0,uptrend,6/8
BSY,"Bentley Systems, Incorporated",科技,计算机软件：成品软件,2026-08-27,37.61,6.8,90387243,1.0,uptrend,7/8
BXSL,Blackstone Secured Lending Fund,金融,Trusts Except Educational Religious and Charitable,2026-08-27,24.74,6.8,36105706,1.0,uptrend,7/8
GPN,环汇有限公司,非必需消费,商业服务,2026-08-27,92.74,6.8,282155306,1.0,uptrend,7/8
OPCH,"Option Care Health, Inc.",医疗保健,医疗/护理服务,2026-08-27,23.98,6.8,51307860,1.0,uptrend,6/8
ZG,"Zillow Group, Inc.",非必需消费,商业服务,2026-08-27,36.35,6.8,46560495,1.0,uptrend,6/8
BFLY,"Butterfly Network, Inc.",医疗保健,Medical Electronics,2026-08-27,8.72,6.7,53441266,1.0,uptrend,5/8
DVN,戴文能源,能源,油气生产,2026-08-27,47.12,6.7,472620150,1.0,uptrend,7/8
EXE,Expand Energy Corporation,能源,油气生产,2026-08-27,98.0,6.7,253252901,1.0,uptrend,7/8
IBKR,盈透证券,金融,投资银行/经纪服务,2026-08-27,96.55,6.7,404247316,1.0,uptrend,6/8
KMX,车美仕,非必需消费,Retail-Auto Dealers and Gas Stations,2026-08-27,62.64,6.7,109054730,1.0,uptrend,7/8
LH,徕博科,医疗保健,医疗专科,2026-08-27,336.54,6.7,195966269,1.0,uptrend,8/8
SIBN,"Si-Bone, Inc.",医疗保健,医疗/牙科器械,2026-08-27,19.2,6.7,10493672,1.0,uptrend,8/8
TRI,汤森路透,非必需消费,出版,2026-08-27,104.78,6.7,210414604,1.0,uptrend,7/8
CAG,康尼格拉,必需消费,包装食品,2026-08-27,16.02,6.6,156678561,1.0,uptrend,7/8
ENR,劲量控股,其他,工业机械/零部件,2026-08-27,22.11,6.6,24494138,1.0,uptrend,7/8
LPG,Dorian Lpg Ltd.,非必需消费,海上运输,2026-08-27,49.28,6.6,26686246,1.0,uptrend,7/8
LPLA,LPL投资控股,金融,投资银行/经纪服务,2026-08-27,361.22,6.6,222058272,1.0,uptrend,6/8
PJT,Pjt Partners Inc.,金融,投资管理,2026-08-27,178.66,6.6,72392664,1.0,uptrend,7/8
PYPL,Paypal,工业,Diversified Commercial Services,2026-08-27,61.47,6.6,592772525,1.0,uptrend,8/8
BIIB,渤健公司,医疗保健,生物科技：生物制品,2026-08-27,221.5,6.5,165179926,1.0,uptrend,7/8
CHRD,Chord Energy Corporation,能源,油气生产,2026-08-27,145.99,6.5,104437595,1.0,uptrend,7/8
CP,加拿大太平洋铁路,工业,铁路运输,2026-08-27,93.86,6.5,235113203,1.0,uptrend,7/8
DAC,达那俄斯,非必需消费,海上运输,2026-08-27,151.25,6.5,17949861,1.0,uptrend,7/8
EMR,艾默生电气,科技,消费电子/家电,2026-08-27,157.71,6.5,443458278,1.0,uptrend,6/8
NEU,Newmarket Corp,工业,Major Chemicals,2026-08-27,923.53,6.5,117435983,1.0,uptrend,7/8
UNM,尤纳姆集团,金融,Accident &Health Insurance,2026-08-27,92.45,6.5,117562991,1.0,uptrend,7/8
WEX,Wex Inc.,非必需消费,商业服务,2026-08-27,198.43,6.5,103345279,1.0,uptrend,7/8
RYTM,"Rhythm Pharmaceuticals, Inc.",医疗保健,生物科技：制药,2026-08-27,112.53,6.4,72076948,1.0,uptrend,6/8
BLK,贝莱德,金融,投资银行/经纪服务,2026-08-27,1167.57,6.3,638204324,1.0,uptrend,8/8
GEO,GEO惩教集团,非必需消费,住宅建设,2026-08-27,32.6,6.3,64402285,1.0,uptrend,7/8
NICE,Nice Ltd Adr-Each Cnv Into 1 Ord Ils1,科技,计算机软件：成品软件,2026-08-27,105.09,6.3,57268366,1.0,uptrend,6/8
UNP,联合太平洋,工业,铁路运输,2026-08-27,307.67,6.3,731016100,1.0,uptrend,7/8
ALRM,"Alarm.Com Holdings, Inc.",科技,计算机软件：成品软件,2026-08-27,57.6,6.2,20686179,1.0,uptrend,7/8
G,简伯特,非必需消费,专业服务,2026-08-27,37.53,6.2,92281888,1.0,uptrend,7/8
SUZ,Suzano Sa,基础材料,造纸,2026-08-27,8.96,6.2,31493094,1.0,uptrend,6/8
